email_id,relative_path,actual_label,pretraining_probability,posttraining_probability,pretraining_label,posttraining_label,notes,pretraining_description,posttraining_description
phishing_080,phishing/phishing_080.html,1,0.450000,0.741344,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: fund, million, security, transaction | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: fund, million, security, transaction | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: multiple contact email addresses in the message"
phishing_081,phishing/phishing_081.html,1,0.450000,0.825556,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: assist, fund, investment, million, security | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: assist, fund, investment, million, security | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: multiple contact email addresses in the message"
phishing_082,phishing/phishing_082.html,1,0.450000,0.813018,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: million, next of kin, security, transaction | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: million, next of kin, security, transaction | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_083,phishing/phishing_083.html,1,0.450000,0.741074,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: million, security, transaction, transfer, urgent | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: million, security, transaction, transfer, urgent | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: multiple contact email addresses in the message"
phishing_084,phishing/phishing_084.html,1,0.450000,0.846357,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: assist, confidential, fund, investment, security | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: assist, confidential, fund, investment, security | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: urgency / pressure wording"
phishing_085,phishing/phishing_085.html,1,0.450000,0.790555,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: bank, confidential, million, security, transaction | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: bank, confidential, million, security, transaction | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_086,phishing/phishing_086.html,1,0.450000,0.826282,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: assist, fund, million, security | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: assist, fund, million, security | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: multiple contact email addresses in the message"
phishing_087,phishing/phishing_087.html,1,0.450000,0.810993,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: assist, bank, confidential, fund, investment | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: assist, bank, confidential, fund, investment | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_088,phishing/phishing_088.html,1,0.450000,0.732758,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: assist, beneficiary, confirm, fund, million | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: assist, beneficiary, confirm, fund, million | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: urgency / pressure wording"
phishing_089,phishing/phishing_089.html,1,0.450000,0.609755,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: bank, confidential, million, security, transaction | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: bank, confidential, million, security, transaction | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_090,phishing/phishing_090.html,1,0.450000,0.447679,legitimate,legitimate,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: bank, confidential, fund, investment, security | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: bank, confidential, fund, investment, security | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_091,phishing/phishing_091.html,1,0.450000,0.713423,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: beneficiary, confidential, fund, million, security | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: beneficiary, confidential, fund, million, security | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_092,phishing/phishing_092.html,1,0.450000,0.793184,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: bank, confidential, fund, million, next of kin | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: bank, confidential, fund, million, next of kin | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: urgency / pressure wording"
phishing_093,phishing/phishing_093.html,1,0.450000,0.754357,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: assist, bank, confidential, fund, million | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: assist, bank, confidential, fund, million | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_094,phishing/phishing_094.html,1,0.450000,0.825261,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: bank, fund, next of kin, security, transaction | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: bank, fund, next of kin, security, transaction | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_095,phishing/phishing_095.html,1,0.450000,0.645267,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: assist, beneficiary, fund, investment, million | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: assist, beneficiary, fund, investment, million | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_096,phishing/phishing_096.html,1,0.450000,0.809518,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: assist, beneficiary, fund, investment, million | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: assist, beneficiary, fund, investment, million | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: advance-fee scam wording"
phishing_097,phishing/phishing_097.html,1,0.450000,0.833915,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: bank, fund, security, transaction, urgent | Heuristic pattern match: urgency / pressure wording","Heuristic keyword match: bank, fund, security, transaction, urgent | Heuristic pattern match: urgency / pressure wording | Heuristic pattern match: advance-fee scam wording"
phishing_098,phishing/phishing_098.html,1,0.450000,0.819476,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: confidential, fund, million, security, transaction | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: confidential, fund, million, security, transaction | Heuristic pattern match: money-transfer / inheritance wording | Heuristic pattern match: urgency / pressure wording"
phishing_099,phishing/phishing_099.html,1,0.300000,0.654347,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: bank, security, transaction | Heuristic pattern match: multiple contact email addresses in the message","Heuristic keyword match: bank, security, transaction | Heuristic pattern match: multiple contact email addresses in the message"
phishing_100,phishing/phishing_100.html,1,0.300000,0.692748,legitimate,phishing,,"Pretraining heuristic-only scan; no trained model was used. | Heuristic keyword match: fund, investment, security, transaction | Heuristic pattern match: money-transfer / inheritance wording","Heuristic keyword match: fund, investment, security, transaction | Heuristic pattern match: money-transfer / inheritance wording"
non_phishing_001,non_phishing/non_phishing_001.html,0,0.000000,0.267591,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_002,non_phishing/non_phishing_002.html,0,0.000000,0.410394,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_003,non_phishing/non_phishing_003.html,0,0.000000,0.349592,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_004,non_phishing/non_phishing_004.html,0,0.000000,0.350027,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_005,non_phishing/non_phishing_005.html,0,0.000000,0.371283,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_006,non_phishing/non_phishing_006.html,0,0.000000,0.413114,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_007,non_phishing/non_phishing_007.html,0,0.000000,0.368305,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_008,non_phishing/non_phishing_008.html,0,0.000000,0.339571,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_009,non_phishing/non_phishing_009.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_010,non_phishing/non_phishing_010.html,0,0.000000,0.381854,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_011,non_phishing/non_phishing_011.html,0,0.000000,0.239808,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_012,non_phishing/non_phishing_012.html,0,0.000000,0.397360,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_013,non_phishing/non_phishing_013.html,0,0.000000,0.373973,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_014,non_phishing/non_phishing_014.html,0,0.000000,0.336685,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_015,non_phishing/non_phishing_015.html,0,0.000000,0.394763,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_016,non_phishing/non_phishing_016.html,0,0.000000,0.409237,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_017,non_phishing/non_phishing_017.html,0,0.000000,0.398072,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_018,non_phishing/non_phishing_018.html,0,0.000000,0.312063,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_019,non_phishing/non_phishing_019.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_020,non_phishing/non_phishing_020.html,0,0.000000,0.395680,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_021,non_phishing/non_phishing_021.html,0,0.000000,0.258785,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_022,non_phishing/non_phishing_022.html,0,0.000000,0.416449,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_023,non_phishing/non_phishing_023.html,0,0.000000,0.360577,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_024,non_phishing/non_phishing_024.html,0,0.000000,0.347491,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_025,non_phishing/non_phishing_025.html,0,0.000000,0.405338,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_026,non_phishing/non_phishing_026.html,0,0.000000,0.401071,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_027,non_phishing/non_phishing_027.html,0,0.000000,0.334716,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_028,non_phishing/non_phishing_028.html,0,0.000000,0.296938,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_029,non_phishing/non_phishing_029.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_030,non_phishing/non_phishing_030.html,0,0.000000,0.385184,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_031,non_phishing/non_phishing_031.html,0,0.000000,0.247969,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_032,non_phishing/non_phishing_032.html,0,0.000000,0.428863,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_033,non_phishing/non_phishing_033.html,0,0.000000,0.371608,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_034,non_phishing/non_phishing_034.html,0,0.000000,0.342271,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_035,non_phishing/non_phishing_035.html,0,0.000000,0.365528,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_036,non_phishing/non_phishing_036.html,0,0.000000,0.413114,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_037,non_phishing/non_phishing_037.html,0,0.000000,0.357196,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_038,non_phishing/non_phishing_038.html,0,0.000000,0.306662,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_039,non_phishing/non_phishing_039.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_040,non_phishing/non_phishing_040.html,0,0.000000,0.373834,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_041,non_phishing/non_phishing_041.html,0,0.000000,0.269335,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_042,non_phishing/non_phishing_042.html,0,0.000000,0.413655,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_043,non_phishing/non_phishing_043.html,0,0.000000,0.357815,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_044,non_phishing/non_phishing_044.html,0,0.000000,0.338100,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_045,non_phishing/non_phishing_045.html,0,0.000000,0.389553,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_046,non_phishing/non_phishing_046.html,0,0.000000,0.409237,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_047,non_phishing/non_phishing_047.html,0,0.000000,0.367455,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_048,non_phishing/non_phishing_048.html,0,0.000000,0.320376,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_049,non_phishing/non_phishing_049.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_050,non_phishing/non_phishing_050.html,0,0.000000,0.390371,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_051,non_phishing/non_phishing_051.html,0,0.000000,0.260302,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_052,non_phishing/non_phishing_052.html,0,0.000000,0.427088,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_053,non_phishing/non_phishing_053.html,0,0.000000,0.371091,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_054,non_phishing/non_phishing_054.html,0,0.000000,0.340686,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_055,non_phishing/non_phishing_055.html,0,0.000000,0.376198,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_056,non_phishing/non_phishing_056.html,0,0.000000,0.401071,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_057,non_phishing/non_phishing_057.html,0,0.000000,0.370595,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_058,non_phishing/non_phishing_058.html,0,0.000000,0.311599,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_059,non_phishing/non_phishing_059.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_060,non_phishing/non_phishing_060.html,0,0.000000,0.401291,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_061,non_phishing/non_phishing_061.html,0,0.000000,0.265119,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_062,non_phishing/non_phishing_062.html,0,0.000000,0.420558,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_063,non_phishing/non_phishing_063.html,0,0.000000,0.362296,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_064,non_phishing/non_phishing_064.html,0,0.000000,0.358215,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_065,non_phishing/non_phishing_065.html,0,0.000000,0.382464,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_066,non_phishing/non_phishing_066.html,0,0.000000,0.413114,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_067,non_phishing/non_phishing_067.html,0,0.000000,0.352552,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_068,non_phishing/non_phishing_068.html,0,0.000000,0.295406,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_069,non_phishing/non_phishing_069.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_070,non_phishing/non_phishing_070.html,0,0.000000,0.387945,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_071,non_phishing/non_phishing_071.html,0,0.000000,0.236902,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_072,non_phishing/non_phishing_072.html,0,0.000000,0.413103,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_073,non_phishing/non_phishing_073.html,0,0.000000,0.384397,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_074,non_phishing/non_phishing_074.html,0,0.000000,0.335817,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_075,non_phishing/non_phishing_075.html,0,0.000000,0.369985,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_076,non_phishing/non_phishing_076.html,0,0.000000,0.409237,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_077,non_phishing/non_phishing_077.html,0,0.000000,0.376481,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_078,non_phishing/non_phishing_078.html,0,0.000000,0.322112,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_079,non_phishing/non_phishing_079.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_080,non_phishing/non_phishing_080.html,0,0.000000,0.399609,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_081,non_phishing/non_phishing_081.html,0,0.000000,0.269266,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_082,non_phishing/non_phishing_082.html,0,0.000000,0.418502,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_083,non_phishing/non_phishing_083.html,0,0.000000,0.349716,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_084,non_phishing/non_phishing_084.html,0,0.000000,0.336503,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_085,non_phishing/non_phishing_085.html,0,0.000000,0.393607,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_086,non_phishing/non_phishing_086.html,0,0.000000,0.401071,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_087,non_phishing/non_phishing_087.html,0,0.000000,0.345339,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_088,non_phishing/non_phishing_088.html,0,0.000000,0.323142,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_089,non_phishing/non_phishing_089.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_090,non_phishing/non_phishing_090.html,0,0.000000,0.393938,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_091,non_phishing/non_phishing_091.html,0,0.000000,0.234860,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_092,non_phishing/non_phishing_092.html,0,0.000000,0.438252,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_093,non_phishing/non_phishing_093.html,0,0.000000,0.361514,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_094,non_phishing/non_phishing_094.html,0,0.000000,0.330901,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_095,non_phishing/non_phishing_095.html,0,0.000000,0.390694,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_096,non_phishing/non_phishing_096.html,0,0.000000,0.413114,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_097,non_phishing/non_phishing_097.html,0,0.000000,0.353795,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_098,non_phishing/non_phishing_098.html,0,0.000000,0.315753,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_099,non_phishing/non_phishing_099.html,0,0.000000,0.521359,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
non_phishing_100,non_phishing/non_phishing_100.html,0,0.000000,0.387583,legitimate,legitimate,synthetic_non_phishing,Pretraining heuristic-only scan; no trained model was used.,Marked legitimate with no warning flags.
